"project_id","grid_type","shrink_distance","shrink_type","nodes_in_shrunk_grids","nodes_in_border_buffer","area_of_shrunk_grids","area_of_border_buffer","nodes_per_area_shrunk_grids","nodes_per_area_border_buffer"
9849,"MOCKUP","5","percentage",50,2,"4659292.135910952","240631.4645382734","1.0731243833077306e-05","8.311465019080628e-06"
9849,"MOCKUP","10","percentage",46,6,"4414001.4872038085","485922.11324541736","1.0421382986243663e-05","1.2347657858019049e-05"
9849,"MOCKUP","15","percentage",46,6,"4168634.8594629616","731288.7409862643","1.1034787538557911e-05","8.204693527631785e-06"
9849,"ORIGINAL","5","percentage",47,5,"4654980.0441219","244943.55632685218","1.009671353142523e-05","2.041286602913534e-05"
9849,"ORIGINAL","10","percentage",42,10,"4410244.48883483","489679.1116139218","9.523281556459977e-06","2.042153680405365e-05"
9849,"ORIGINAL","15","percentage",37,15,"4164226.229706238","735697.3707425138","8.88520410732107e-06","2.0388818278446506e-05"
9850,"MOCKUP","5","percentage",11,0,"4557822.105699449","236347.40920220688","2.4134333778066417e-06","0"
9850,"MOCKUP","10","percentage",8,3,"4318040.528049446","476128.98685221","1.8526921987028632e-06","6.300813609004648e-06"
9850,"MOCKUP","15","percentage",9,2,"4078785.4379392904","715384.0769623653","2.2065392104927776e-06","2.795701028868742e-06"
9850,"ORIGINAL","5","percentage",9,2,"4554654.002980032","239515.511922366","1.976000810184803e-06","8.350189864313502e-06"
9850,"ORIGINAL","10","percentage",9,2,"4314974.947566501","479194.5673358971","2.0857595025147697e-06","4.1736700211755035e-06"
9850,"ORIGINAL","15","percentage",9,2,"4074937.584135218","719231.9307671799","2.2086227860370964e-06","2.7807441722820468e-06"
9854,"MOCKUP","5","percentage",22,0,"5043886.08110104","261393.0538555421","4.361716273179107e-06","0"
9854,"MOCKUP","10","percentage",19,3,"4778643.479379161","526635.6555773886","3.976023756948796e-06","5.696537954140009e-06"
9854,"MOCKUP","15","percentage",18,4,"4513486.057093045","791793.077863643","3.988048212027285e-06","5.051824917177227e-06"
9854,"ORIGINAL","5","percentage",20,2,"5041830.961397659","263448.17355893087","3.9668128807031144e-06","7.591625984655456e-06"
9854,"ORIGINAL","10","percentage",19,3,"4774959.117604115","530320.0173524749","3.979091659644082e-06","5.656961649264058e-06"
9854,"ORIGINAL","15","percentage",19,3,"4509489.194615261","795789.9403413292","4.213337515629869e-06","3.7698390591784108e-06"
9887,"MOCKUP","5","percentage",1106,52,"2658625597.5574994","137726262.21288967","4.160044201094321e-07","3.775605259628789e-07"
9887,"MOCKUP","10","percentage",1037,121,"2518808917.9037547","277542941.86663437","4.1170252837719407e-07","4.3596857187650346e-07"
9887,"MOCKUP","15","percentage",994,164,"2378947756.5660768","417404103.2043123","4.178317902343523e-07","3.9290461866812254e-07"
9887,"ORIGINAL","5","percentage",1023,135,"2656683910.766389","139667949.00420952","3.8506650936312904e-07","9.665782376164997e-07"
9887,"ORIGINAL","10","percentage",960,198,"2516965351.027686","279386508.7429123","3.8141168673936193e-07","7.086956377775455e-07"
9887,"ORIGINAL","15","percentage",899,259,"2376738771.571581","419613088.1990175","3.782493939818007e-07","6.17235275266627e-07"
9895,"MOCKUP","5","percentage",338,23,"213443127.32044733","11051261.913614482","1.5835600060926414e-06","2.081210288905143e-06"
9895,"MOCKUP","10","percentage",328,33,"202213951.4155241","22280437.818537712","1.6220443629332057e-06","1.4811199074617566e-06"
9895,"MOCKUP","15","percentage",315,46,"191011190.69803128","33483198.53603053","1.6491180377906867e-06","1.373823350552977e-06"
9895,"ORIGINAL","5","percentage",320,41,"213281504.32142755","11212884.91264674","1.500364511297433e-06","3.656507698010625e-06"
9895,"ORIGINAL","10","percentage",299,62,"202541799.1556712","21952590.078403085","1.4762384912468965e-06","2.8242681058849394e-06"
9895,"ORIGINAL","15","percentage",284,77,"190812566.70782766","33681822.52624664","1.4883715726902882e-06","2.2860995701760964e-06"
9898,"MOCKUP","5","percentage",224,10,"457661645.6607612","23721692.5927971","4.894445539053072e-07","4.215550792120297e-07"
9898,"MOCKUP","10","percentage",209,25,"433631621.27908444","47751716.974473834","4.819759209061187e-07","5.23541384142564e-07"
9898,"MOCKUP","15","percentage",196,38,"409545423.0584109","71837915.1951474","4.785793930653835e-07","5.289685801261515e-07"
9898,"ORIGINAL","5","percentage",215,19,"457339197.14262545","24044141.110880673","4.7011059043983556e-07","7.902132961364941e-07"
9898,"ORIGINAL","10","percentage",201,33,"433280897.1433892","48102441.1101169","4.639022890812595e-07","6.860358692494598e-07"
9898,"ORIGINAL","15","percentage",189,45,"409150537.9901245","72232800.2633816","4.6193266891063406e-07","6.229856773642588e-07"
9899,"MOCKUP","5","percentage",596,20,"714292323.7541265","37042632.47969353","8.343922791548224e-07","5.39918430769299e-07"
9899,"MOCKUP","10","percentage",549,67,"676787906.4258386","74547049.80798149","8.111847076276896e-07","8.987612544370139e-07"
9899,"MOCKUP","15","percentage",517,99,"639149711.9385529","112185244.29526722","8.088871673460189e-07","8.824689968979862e-07"
9899,"ORIGINAL","5","percentage",544,72,"713807238.2626517","37527717.97123885","7.621105122498497e-07","1.9185818880641933e-06"
9899,"ORIGINAL","10","percentage",510,106,"676265890.1847533","75069066.04913723","7.541412444455389e-07","1.4120330194412783e-06"
9899,"ORIGINAL","15","percentage",473,143,"638588006.7155294","112746949.51836109","7.406966542212347e-07","1.2683269978556017e-06"
9901,"MOCKUP","5","percentage",202,11,"8776538.25039024","454388.87964822166","2.3015908349857445e-05","2.420833891999287e-05"
9901,"MOCKUP","10","percentage",187,26,"8314686.352029229","916240.778009234","2.249032520082516e-05","2.8376820399209485e-05"
9901,"MOCKUP","15","percentage",187,26,"7854347.316991671","1376579.8130467916","2.3808470959191516e-05","1.8887390148816768e-05"
9901,"ORIGINAL","5","percentage",194,19,"8769876.282892287","461050.84714613296","2.212117865088277e-05","4.121020515981794e-05"
9901,"ORIGINAL","10","percentage",190,23,"8308658.40786301","922268.72217541","2.2867711088012833e-05","2.4938501596095043e-05"
9901,"ORIGINAL","15","percentage",177,36,"7845763.578987495","1385163.5510509247","2.2559945659596598e-05","2.5989710725991e-05"
9924,"MOCKUP","5","percentage",847,40,"365296474.0236939","18912580.82777077","2.318664592270501e-06","2.114994265682925e-06"
9924,"MOCKUP","10","percentage",817,70,"346117800.67976487","38091254.17169982","2.36046802099007e-06","1.837692182159941e-06"
9924,"MOCKUP","15","percentage",744,143,"326930338.0940311","57278716.75743359","2.2757141608130968e-06","2.4965643103630035e-06"
9924,"ORIGINAL","5","percentage",819,68,"364919896.1743254","19289158.677166462","2.2443281623887027e-06","3.5252963147892495e-06"
9924,"ORIGINAL","10","percentage",769,118,"345804027.9482213","38405026.90327054","2.223802899470985e-06","3.0725144470593044e-06"
9924,"ORIGINAL","15","percentage",735,152,"326577531.4942594","57631523.35723245","2.250614108805951e-06","2.6374454663955156e-06"
9935,"MOCKUP","5","percentage",75,5,"4327197.576685085","224060.68868224137","1.7332233777375814e-05","2.2315382628725673e-05"
9935,"MOCKUP","10","percentage",73,7,"4099779.491587686","451478.77377964044","1.7805835691843495e-05","1.5504604881860043e-05"
9935,"MOCKUP","15","percentage",70,10,"3872392.171784875","678866.0935824513","1.807668151744439e-05","1.4730445509848482e-05"
9935,"ORIGINAL","5","percentage",76,4,"4322729.878014526","228528.3873524079","1.7581482568813105e-05","1.7503295963978865e-05"
9935,"ORIGINAL","10","percentage",75,5,"4096394.746534953","454863.51883198135","1.8308782390525422e-05","1.099230822651863e-05"
9935,"ORIGINAL","15","percentage",70,10,"3868352.0989112244","682906.1664557098","1.809556064446719e-05","1.4643300194373855e-05"
9975,"MOCKUP","5","percentage",19,2,"5466958.523663715","283015.3388485946","3.475424208498848e-06","7.066754784870317e-06"
9975,"MOCKUP","10","percentage",19,2,"5179442.136874362","570531.7256378774","3.6683487329131416e-06","3.505501815458062e-06"
9975,"MOCKUP","15","percentage",20,1,"4892111.520969062","857862.3415431771","4.088214243333166e-06","1.1656881897871127e-06"
9975,"ORIGINAL","5","percentage",21,0,"5462670.882279898","287302.9802338416","3.84427333305415e-06","0"
9975,"ORIGINAL","10","percentage",18,3,"5175385.846263478","574588.016250262","3.4780015509366574e-06","5.221132211524141e-06"
9975,"ORIGINAL","15","percentage",15,6,"4887178.609957788","862795.2525559515","3.069255535174631e-06","6.954141184974712e-06"
9976,"MOCKUP","5","percentage",25,1,"2315664.6867700764","119887.55852174014","1.0796036292659614e-05","8.34114909278649e-06"
9976,"MOCKUP","10","percentage",23,3,"2193920.9278005054","241631.31749129528","1.0483513652909284e-05","1.241560916501676e-05"
9976,"MOCKUP","15","percentage",19,7,"2072083.374949687","363468.87034219713","9.16951519890523e-06","1.9258870762191187e-05"
9976,"ORIGINAL","5","percentage",25,1,"2313860.465477698","121691.77981442213","1.080445444874254e-05","8.217481916403743e-06"
9976,"ORIGINAL","10","percentage",22,4,"2192210.7627073103","243341.48258480988","1.0035531425286273e-05","1.6437805661046353e-05"
9976,"ORIGINAL","15","percentage",22,4,"2070103.8246463572","365448.42064576293","1.0627486282606301e-05","1.0945457071429751e-05"
9979,"MOCKUP","5","percentage",1644,84,"73606205.66766869","3811793.486622855","2.2335073314642032e-05","2.2036870647581097e-05"
9979,"MOCKUP","10","percentage",1544,184,"69742526.2640492","7675472.890242338","2.213857287237241e-05","2.3972464319939844e-05"
9979,"MOCKUP","15","percentage",1456,272,"65869733.84116664","11548265.313124903","2.210423384297999e-05","2.35533210075166e-05"
9979,"ORIGINAL","5","percentage",1634,94,"73569542.02965131","3848457.124651268","2.2210278260824785e-05","2.4425372806645964e-05"
9979,"ORIGINAL","10","percentage",1550,178,"69681328.44134744","7736670.712955147","2.2244122416590762e-05","2.3007312396265864e-05"
9979,"ORIGINAL","15","percentage",1450,278,"65802768.79530821","11615230.358994372","2.2035546931322838e-05","2.3934092687600282e-05"
9980,"MOCKUP","5","percentage",1033,53,"295083519.48637277","15267608.88509947","3.5007038068342714e-06","3.471401474773546e-06"
9980,"MOCKUP","10","percentage",1004,82,"279552239.8031097","30798888.568362534","3.59145754191461e-06","2.6624337374379364e-06"
9980,"MOCKUP","15","percentage",917,169,"264094881.84522307","46256246.52624917","3.472236923309336e-06","3.6535606040601905e-06"
9980,"ORIGINAL","5","percentage",1012,74,"294854470.1576971","15496658.213808358","3.4322016534419567e-06","4.775223082229561e-06"
9980,"ORIGINAL","10","percentage",965,121,"279344339.80336636","31006788.568139076","3.4545178208345815e-06","3.902371241513645e-06"
9980,"ORIGINAL","15","percentage",920,166,"263826550.89594123","46524577.47556421","3.487139550116271e-06","3.5680066108539524e-06"
9986,"MOCKUP","5","percentage",509,25,"68686010.12044056","3552320.3057590276","7.410533806046838e-06","7.037653659629161e-06"
9986,"MOCKUP","10","percentage",468,66,"65071459.30229115","7166871.123908438","7.192093200582669e-06","9.209039601650746e-06"
9986,"MOCKUP","15","percentage",461,73,"61453504.79014678","10784825.636052802","7.501606321303174e-06","6.768769608658938e-06"
9986,"ORIGINAL","5","percentage",445,89,"68631340.91504854","3606989.511148259","6.483918193450691e-06","2.4674316275366016e-05"
9986,"ORIGINAL","10","percentage",418,116,"65018664.678706236","7219665.7474905625","6.428923172531656e-06","1.606722583248673e-05"
9986,"ORIGINAL","15","percentage",397,137,"61403042.50840648","10835287.917790316","6.465477666609893e-06","1.264387259844397e-05"
9993,"MOCKUP","5","percentage",1178,58,"235382711.2055296","12164053.83171466","5.0046156489862304e-06","4.768147264259866e-06"
9993,"MOCKUP","10","percentage",1105,131,"222965121.70979074","24581643.327450454","4.9559320826790904e-06","5.329179919135495e-06"
9993,"MOCKUP","15","percentage",1075,161,"210601941.79310745","36944823.244136065","5.104416373596715e-06","4.357850054826129e-06"
9993,"ORIGINAL","5","percentage",1140,96,"235152392.90297607","12394372.134297073","4.847920048469863e-06","7.74545083525076e-06"
9993,"ORIGINAL","10","percentage",1079,157,"222708774.73935643","24837990.29791671","4.844892174826923e-06","6.32096228869082e-06"
9993,"ORIGINAL","15","percentage",1021,215,"210410774.2901674","37135990.74710575","4.85241311165933e-06","5.789531817371975e-06"
10031,"MOCKUP","5","percentage",49,4,"5867696.763228541","303673.9916449208","8.350806453917546e-06","1.3172020357532333e-05"
10031,"MOCKUP","10","percentage",48,5,"5559115.137148288","612255.617725174","8.634467683398804e-06","8.166523679402764e-06"
10031,"MOCKUP","15","percentage",44,9,"5250303.896185128","921066.858688334","8.380467277707565e-06","9.771277638646833e-06"
10031,"ORIGINAL","5","percentage",52,1,"5863023.848665804","308346.90620748606","8.86914352426405e-06","3.243100481530701e-06"
10031,"ORIGINAL","10","percentage",50,3,"5558084.500242559","613286.2546307305","8.995904973704154e-06","4.891679827075773e-06"
10031,"ORIGINAL","15","percentage",46,7,"5245080.482755059","926290.2721182304","8.770122813413492e-06","7.557026356319686e-06"
10059,"MOCKUP","5","percentage",23,1,"1880776.3222224317","97477.72194723878","1.2228992745305247e-05","1.0258754308407662e-05"
10059,"MOCKUP","10","percentage",22,2,"1781975.4112554889","196278.632914335","1.2345849365283847e-05","1.0189596138428842e-05"
10059,"MOCKUP","15","percentage",20,4,"1683062.5102206399","295191.5339491498","1.188309993155163e-05","1.3550524117297508e-05"
10059,"ORIGINAL","5","percentage",22,2,"1879541.9757083629","98712.06846153224","1.1704979343017134e-05","2.026094712805449e-05"
10059,"ORIGINAL","10","percentage",20,4,"1780864.9896719262","197389.05449796887","1.1230497604248165e-05","2.026454815427043e-05"
10059,"ORIGINAL","15","percentage",17,7,"1681428.057098701","296825.9870711942","1.0110453390038852e-05","2.3582840805380824e-05"
10066,"MOCKUP","5","percentage",5512,293,"1135015374.8939056","58821785.854473114","4.856321880675166e-06","4.981147643577005e-06"
10066,"MOCKUP","10","percentage",5214,591,"1075479159.4712763","118358001.2770977","4.8480716284295925e-06","4.9933252811219836e-06"
10066,"MOCKUP","15","percentage",4949,856,"1015720018.8366487","178117141.91172528","4.872405690761436e-06","4.805826046907001e-06"
10066,"ORIGINAL","5","percentage",5371,434,"1134057189.184085","59779971.56448245","4.736092721976613e-06","7.259956614931812e-06"
10066,"ORIGINAL","10","percentage",5092,713,"1074571343.7882373","119265816.96033001","4.738633716072244e-06","5.978242703331809e-06"
10066,"ORIGINAL","15","percentage",4799,1006,"1014738358.6266416","179098802.1219257","4.729297911330583e-06","5.6170113260452845e-06"
10067,"MOCKUP","5","percentage",1277,64,"2652992116.6885586","137409377.21438646","4.813433074177168e-07","4.657615171353774e-07"
10067,"MOCKUP","10","percentage",1212,129,"2513512072.6318607","276889421.2710843","4.821938248066312e-07","4.658899549423542e-07"
10067,"MOCKUP","15","percentage",1154,187,"2373982505.6071973","416418988.29574776","4.861029924501653e-07","4.490669380023311e-07"
10067,"ORIGINAL","5","percentage",1045,296,"2651035307.641486","139366186.2593727","3.9418562136378795e-07","2.123901126555318e-06"
10067,"ORIGINAL","10","percentage",936,405,"2511555484.8391833","278846009.06167555","3.7267741272294956e-07","1.4524145472364338e-06"
10067,"ORIGINAL","15","percentage",876,465,"2371694580.680182","418706913.2206769","3.6935615872966685e-07","1.1105620311430698e-06"
10088,"MOCKUP","5","percentage",130,2,"16407340.87482148","849701.7527464703","7.923282693510472e-06","2.3537670641909926e-06"
10088,"MOCKUP","10","percentage",119,13,"15540639.12745691","1716403.5001110397","7.657342727285459e-06","7.573976631461651e-06"
10088,"MOCKUP","15","percentage",120,12,"14683156.137906171","2573886.4896617793","8.17262984013409e-06","4.6622102599314144e-06"
10088,"ORIGINAL","5","percentage",128,4,"16395133.707251595","861908.9203164969","7.807194639918391e-06","4.640861587244255e-06"
10088,"ORIGINAL","10","percentage",122,10,"15576474.921730882","1680567.7058372106","7.83232410497427e-06","5.95037020244197e-06"
10088,"ORIGINAL","15","percentage",110,22,"14668358.113400446","2588684.514167646","7.499135155386494e-06","8.498524976526073e-06"
