"project_id","grid_type","shrink_distance","shrink_type","nodes_in_shrunk_grids","nodes_in_border_buffer","area_of_shrunk_grids","area_of_border_buffer","nodes_per_area_shrunk_grids","nodes_per_area_border_buffer"
9516,"ORIGINAL","15","percentage",27,4,"407992.4933728256","72027.74911949073","6.617768816478509e-05","5.5534152446776916e-05"
9519,"MOCKUP","5","percentage",101,4,"1535975.1747646357","79599.76423531538","6.575627110345496e-05","5.025140511943065e-05"
9519,"MOCKUP","10","percentage",96,9,"1455285.951598874","160288.987401105","6.596641704300657e-05","5.614858603778263e-05"
9519,"MOCKUP","15","percentage",91,14,"1374522.9760774793","241051.96292251186","6.62047863759176e-05","5.8078763724900326e-05"
9519,"ORIGINAL","5","percentage",102,3,"1534748.491773548","80826.44722606055","6.646040087136967e-05","3.711656398318992e-05"
9519,"ORIGINAL","10","percentage",99,6,"1454150.941930255","161423.9970693537","6.80809654248041e-05","3.716919484667561e-05"
9519,"ORIGINAL","15","percentage",95,10,"1373144.7541329828","242430.18486662582","6.918425731450574e-05","4.124898888107333e-05"
9522,"MOCKUP","5","percentage",2,0,"156898.25203020987","8106.463518624456","1.2747114605297905e-05","0"
9522,"MOCKUP","10","percentage",2,0,"148632.38857907098","16372.32696977054","1.345601735341836e-05","0"
9522,"MOCKUP","15","percentage",2,0,"140390.9708082403","24613.744740598777","1.4245930407674119e-05","0"
9522,"ORIGINAL","5","percentage",2,0,"156761.39445696806","8243.321091862017","1.2758243232832507e-05","0"
9522,"ORIGINAL","10","percentage",2,0,"148531.52540879717","16473.190140032908","1.3465154919102075e-05","0"
9522,"ORIGINAL","15","percentage",0,2,"140248.54888805066","24756.166660779418","0","8.078795184266352e-05"
9523,"MOCKUP","5","percentage",59,1,"539155.0296049509","27898.93426464987","0.0001094304917144711","3.584366307737705e-05"
9523,"MOCKUP","10","percentage",53,7,"510774.9200056267","56279.04386397224","0.0001037639044599452","0.00012438022253752503"
9523,"MOCKUP","15","percentage",50,10,"482428.9062619817","84625.05760761187","0.00010364221411900148","0.00011816830951380667"
9523,"ORIGINAL","5","percentage",57,3,"538718.0650832093","28335.898786359467","0.00010580673583165602","0.00010587276664907347"
9523,"ORIGINAL","10","percentage",55,5,"510368.9558105379","56685.008059030864","0.00010776517531841692","8.820674409701202e-05"
9523,"ORIGINAL","15","percentage",54,6,"481967.60298673285","85086.36088283593","0.00011204072569476514","7.051658970656896e-05"
9538,"MOCKUP","5","percentage",63,1,"881391.2695092307","45676.32981600019","7.14779033777804e-05","2.1893177582970012e-05"
9538,"MOCKUP","10","percentage",56,8,"835077.8335173257","91989.76580784994","6.705961738216603e-05","8.69661959647833e-05"
9538,"MOCKUP","15","percentage",58,6,"788735.8617217727","138331.73760336253","7.353539101593374e-05","4.337399431216393e-05"
9538,"ORIGINAL","5","percentage",59,5,"880750.5144119248","46317.084913297906","6.698832306603213e-05","0.00010795152608070269"
9538,"ORIGINAL","10","percentage",56,8,"834450.4484551266","92617.15087009605","6.711003643616767e-05","8.637709025643345e-05"
9538,"ORIGINAL","15","percentage",52,12,"787959.2168460003","139108.38247922237","6.599326321499574e-05","8.626367287242633e-05"
9539,"MOCKUP","5","percentage",57,4,"492637.88753833936","25500.705396707635","0.00011570364651574631","0.00015685840598419034"
9539,"MOCKUP","10","percentage",55,6,"466740.50418883254","51398.08874620689","0.00011783849806561519","0.00011673585820723328"
9539,"MOCKUP","15","percentage",50,11,"440842.856771764","77295.73616321705","0.00011341909987187639","0.00014231056648160372"
9539,"ORIGINAL","5","percentage",56,5,"492248.929028332","25889.663906630478","0.00011376357915199618","0.0001931272656930658"
9539,"ORIGINAL","10","percentage",56,5,"466360.6896131475","51777.903321814956","0.00012007873143521757","9.65662894637414e-05"
9539,"ORIGINAL","15","percentage",51,10,"440399.59066025034","77739.00227471214","0.00011580392235047363","0.00012863555882364235"
9540,"MOCKUP","5","percentage",70,4,"740682.3816173828","38335.37975541211","9.450744575177458e-05","0.00010434225578358299"
9540,"MOCKUP","10","percentage",68,6,"701755.8399469487","77261.9214259045","9.689979923094143e-05","7.765791853564116e-05"
9540,"MOCKUP","15","percentage",59,15,"662707.829185094","116309.93218779669","8.902867508378467e-05","0.00012896577031599207"
9540,"ORIGINAL","5","percentage",70,4,"740212.3688767679","38805.392496008426","9.456745515644544e-05","0.00010307845746983349"
9540,"ORIGINAL","10","percentage",63,11,"701170.6811968737","77847.0801759027","8.984973514930947e-05","0.00014130266639602256"
9540,"ORIGINAL","15","percentage",59,15,"662131.9098194867","116885.85155328969","8.910611182609344e-05","0.00012833033083701594"
9677,"MOCKUP","5","percentage",1137,67,"1615801357.9200685","83705033.14596152","7.036756061794607e-07","8.004297648764806e-07"
9677,"MOCKUP","10","percentage",1071,133,"1530874951.7942746","168631439.27175546","6.995999240465236e-07","7.887022762443832e-07"
9677,"MOCKUP","15","percentage",1025,179,"1445913496.4274874","253592894.63854265","7.088944134849936e-07","7.058557388018964e-07"
9677,"ORIGINAL","5","percentage",1068,136,"1614668852.2068183","84837538.85920024","6.614359337769667e-07","1.6030639482094243e-06"
9677,"ORIGINAL","10","percentage",980,224,"1529707191.7088268","169799199.3571918","6.406454812474587e-07","1.3192052780460448e-06"
9677,"ORIGINAL","15","percentage",921,283,"1444516742.652744","254989648.41327453","6.375834719012354e-07","1.1098489752859603e-06"
9693,"MOCKUP","5","percentage",59,2,"1857599.6251606257","96109.77020680858","3.176141898440483e-05","2.080953888138957e-05"
9693,"MOCKUP","10","percentage",56,5,"1759915.8449343923","193793.550433042","3.1819703289328374e-05","2.580065223443832e-05"
9693,"MOCKUP","15","percentage",53,8,"1662223.0266642757","291486.3687031586","3.188501130703237e-05","2.7445537283930324e-05"
9693,"ORIGINAL","5","percentage",51,10,"1856095.7683889526","97613.62697826489","2.7477030479018223e-05","0.00010244471299306035"
9693,"ORIGINAL","10","percentage",48,13,"1758539.1895102863","195170.20585693116","2.7295382602969982e-05","6.660852737701986e-05"
9693,"ORIGINAL","15","percentage",46,15,"1660295.0602525056","293414.3351147119","2.7705918725677654e-05","5.112224661462321e-05"
9694,"MOCKUP","5","percentage",38,0,"2123180.774512107","110117.58238337608","1.7897675250347982e-05","0"
9694,"MOCKUP","10","percentage",35,3,"2011628.611007773","221669.74588771","1.739883784137765e-05","1.3533646587566772e-05"
9694,"MOCKUP","15","percentage",33,5,"1900097.5788107289","333200.77808475425","1.7367529103770923e-05","1.5005967359200406e-05"
9694,"ORIGINAL","5","percentage",37,1,"2121785.7897904506","111512.56710515777","1.7438141106437588e-05","8.96759913218559e-06"
9694,"ORIGINAL","10","percentage",35,3,"2010162.7781869522","223135.57870865613","1.7411525265415534e-05","1.3444740714868438e-05"
9694,"ORIGINAL","15","percentage",34,4,"1898294.9889678753","335003.3679277331","1.7910809540979817e-05","1.1940178466691951e-05"
9696,"MOCKUP","5","percentage",94,7,"4702495.771356792","243949.97263257485","1.9989385332903458e-05","2.8694407810174454e-05"
9696,"MOCKUP","10","percentage",90,11,"4455388.00855033","491057.735439037","2.020026085882556e-05","2.2400624623427016e-05"
9696,"MOCKUP","15","percentage",84,17,"4208471.394272177","737974.3497171905","1.9959741229161227e-05","2.3036031003672158e-05"
9696,"ORIGINAL","5","percentage",98,3,"4699226.6828412805","247219.06114807818","2.08544951359415e-05","1.2134986623070594e-05"
9696,"ORIGINAL","10","percentage",95,6,"4452433.286850301","494012.45713905804","2.1336647599093847e-05","1.2145442717674381e-05"
9696,"ORIGINAL","15","percentage",91,10,"4204222.728470056","742223.0155193023","2.164490462975911e-05","1.3473039492049999e-05"
9698,"MOCKUP","5","percentage",17,0,"349888.14788664714","18096.50368032331","4.858695586770053e-05","0"
9698,"MOCKUP","10","percentage",16,1,"331426.43885635474","36558.21271061571","4.827617270128122e-05","2.7353634815676358e-05"
9698,"MOCKUP","15","percentage",14,3,"313113.2866199912","54871.36494697927","4.471225143821843e-05","5.467332556605471e-05"
9698,"ORIGINAL","5","percentage",16,1,"349608.37616708135","18376.275399910868","4.576549388036813e-05","5.441799158086466e-05"
9698,"ORIGINAL","10","percentage",15,2,"331187.2246414663","36797.42692552594","4.529160210282437e-05","5.43516263799582e-05"
9698,"ORIGINAL","15","percentage",14,3,"312773.43817696546","55211.213390026765","4.476083417313358e-05","5.433678805077509e-05"
9699,"MOCKUP","5","percentage",40,0,"2894406.7294419627","149932.7639336111","1.3819757808437635e-05","0"
9699,"MOCKUP","10","percentage",36,4,"2742262.8428311893","302076.6505443845","1.3127844434792614e-05","1.3241672247065237e-05"
9699,"MOCKUP","15","percentage",36,4,"2589890.4902104945","454449.0031650793","1.390020162476989e-05","8.801867695035947e-06"
9699,"ORIGINAL","5","percentage",37,3,"2892029.0854278742","152310.4079481135","1.2793785576511886e-05","1.969661850700307e-05"
9699,"ORIGINAL","10","percentage",37,3,"2740253.261865801","304086.23151018657","1.350240158999289e-05","9.865622606788441e-06"
9699,"ORIGINAL","15","percentage",35,5,"2587533.2267848374","456806.2665911503","1.3526396352208225e-05","1.0945559125779438e-05"
9722,"MOCKUP","5","percentage",1460,80,"2284809329.445378","118309779.13710976","6.390029930219189e-07","6.761909335261933e-07"
9722,"MOCKUP","10","percentage",1401,139,"2164740978.591236","238378129.99125147","6.471905940967305e-07","5.83107183553715e-07"
9722,"MOCKUP","15","percentage",1319,221,"2044473551.997516","358645556.58497167","6.451538581711144e-07","6.162072718936359e-07"
9722,"ORIGINAL","5","percentage",1445,95,"2282953406.156463","120165702.42726707","6.32952033144108e-07","7.905749983652851e-07"
9722,"ORIGINAL","10","percentage",1373,167,"2162975306.5946717","240143801.9890585","6.347737747231211e-07","6.954166570895255e-07"
9722,"ORIGINAL","15","percentage",1298,242,"2042539747.9624004","360579360.6213298","6.354833492444201e-07","6.71142129663216e-07"
9764,"MOCKUP","5","percentage",887,42,"1886895116.6638834","97783016.17355728","4.7008442184547936e-07","4.2952244309434324e-07"
9764,"MOCKUP","10","percentage",833,96,"1787775544.278441","196902588.55899978","4.6594216072924566e-07","4.875507259836485e-07"
9764,"MOCKUP","15","percentage",781,148,"1688555741.7758331","296122391.0616076","4.625254474445907e-07","4.997933437907738e-07"
9764,"ORIGINAL","5","percentage",849,80,"1885526312.0090156","99151820.82888722","4.502721572182126e-07","8.068434783266484e-07"
9764,"ORIGINAL","10","percentage",805,124,"1786353993.2140331","198324139.62386966","4.506385649529815e-07","6.252390668890403e-07"
9764,"ORIGINAL","15","percentage",750,179,"1686906616.2368908","297771516.601012","4.4460078156138916e-07","6.01132042591718e-07"
9768,"MOCKUP","5","percentage",4838,252,"2365198965.8890595","122610012.30820179","2.0454938758953135e-06","2.0552970777505003e-06"
9768,"MOCKUP","10","percentage",4607,483,"2240856310.4780345","246952667.71924448","2.0559104920998724e-06","1.9558403821298782e-06"
9768,"MOCKUP","15","percentage",4370,720,"2116580861.30011","371228116.8971689","2.064650625875794e-06","1.9395082625151527e-06"
9768,"ORIGINAL","5","percentage",4706,384,"2363537070.4240003","124271907.77328444","1.9910836427692584e-06","3.089998430703669e-06"
9768,"ORIGINAL","10","percentage",4453,637,"2239173561.9746923","248635416.22259235","1.9886801432547144e-06","2.5619841681352504e-06"
9768,"ORIGINAL","15","percentage",4157,933,"2114547880.0275986","373261098.1696861","1.965904881730909e-06","2.4995907812923336e-06"
9771,"MOCKUP","5","percentage",71,3,"4406327.5816251775","228388.68239117973","1.6113191469485164e-05","1.313550202484052e-05"
9771,"MOCKUP","10","percentage",69,5,"4174745.865317906","459970.3986982326","1.6527952173861407e-05","1.0870264726057494e-05"
9771,"MOCKUP","15","percentage",62,12,"3943187.7102248333","691528.5537916012","1.5723319445136147e-05","1.7352862631925848e-05"
9771,"ORIGINAL","5","percentage",73,1,"4403080.480015518","231635.7840012256","1.6579301770959843e-05","4.317122262917326e-06"
9771,"ORIGINAL","10","percentage",66,8,"4170992.6346749547","463723.62934178906","1.5823571456664386e-05","1.7251654851738368e-05"
9771,"ORIGINAL","15","percentage",60,14,"3939345.47437779","695370.7896389537","1.5230956612018613e-05","2.0133143653142226e-05"
9786,"MOCKUP","5","percentage",1230,63,"21829036.59073615","1129466.9469166212","5.634696679751729e-05","5.577852470316756e-05"
9786,"MOCKUP","10","percentage",1160,133,"20680747.279825594","2277756.257825736","5.609081646346498e-05","5.83907955660528e-05"
9786,"MOCKUP","15","percentage",1103,190,"19532584.312953144","3425919.2246973403","5.6469742166608197e-05","5.545956794027605e-05"
9786,"ORIGINAL","5","percentage",1217,76,"21809620.807492945","1148882.7301564552","5.580106186815892e-05","6.615122501636899e-05"
9786,"ORIGINAL","10","percentage",1159,134,"20664936.635140833","2293566.902508568","5.60853401325758e-05","5.8424282218861245e-05"
9786,"ORIGINAL","15","percentage",1082,211,"19513227.207253218","3445276.330396183","5.544956702998939e-05","6.124327333004853e-05"
9793,"MOCKUP","5","percentage",752,37,"67022685.12439282","3468374.20343253","1.1220081657491078e-05","1.0667822394533547e-05"
9793,"MOCKUP","10","percentage",710,79,"63492879.55146643","6998179.77636198","1.1182356273894998e-05","1.1288649695288099e-05"
9793,"MOCKUP","15","percentage",670,119,"59974056.88362129","10517002.44420816","1.117149705747144e-05","1.1315011157531368e-05"
9793,"ORIGINAL","5","percentage",726,63,"66943649.51022536","3547409.8176065013","1.084494205666374e-05","1.7759436670473893e-05"
9793,"ORIGINAL","10","percentage",678,111,"63448304.996417835","7042754.331414029","1.06858646584535e-05","1.5760879164120107e-05"
9793,"ORIGINAL","15","percentage",632,157,"59916642.02199147","10574417.305840395","1.0547987648707586e-05","1.4847153791943387e-05"
9794,"MOCKUP","5","percentage",216,9,"33243746.654773083","1722380.2039409094","6.4974625827557576e-06","5.225327125455494e-06"
9794,"MOCKUP","10","percentage",205,20,"31498543.436755758","3467583.4219587184","6.5082374495064685e-06","5.767705507342254e-06"
9794,"MOCKUP","15","percentage",183,42,"29748497.738612805","5217629.1201009415","6.151571135051656e-06","8.049633086835321e-06"
9794,"ORIGINAL","5","percentage",192,33,"33219126.454460274","1747000.4042533673","5.7798027971388905e-06","1.888952052881953e-05"
9794,"ORIGINAL","10","percentage",179,46,"31474038.495962624","3492088.3627510183","5.687226951284357e-06","1.3172633456434603e-05"
9794,"ORIGINAL","15","percentage",167,58,"29719844.286807008","5246282.571906634","5.619141149879217e-06","1.105544720571948e-05"
9795,"MOCKUP","5","percentage",222,11,"39727286.7129801","2060051.0078966543","5.588098719247945e-06","5.339673608971061e-06"
9795,"MOCKUP","10","percentage",209,24,"37641142.12107111","4146195.5998026654","5.552435134081759e-06","5.7884389248645814e-06"
9795,"MOCKUP","15","percentage",191,42,"35551952.22217943","6235385.498693384","5.3724194611412315e-06","6.7357503411458744e-06"
9795,"ORIGINAL","5","percentage",210,23,"39699303.05349447","2088034.6673854887","5.289765407645238e-06","1.1015142784386437e-05"
9795,"ORIGINAL","10","percentage",190,43,"37612774.46981824","4174563.251061715","5.051475268128981e-06","1.0300478736084266e-05"
9795,"ORIGINAL","15","percentage",178,55,"35518081.090731636","6269256.630148321","5.011532000991143e-06","8.772969945991633e-06"
9796,"MOCKUP","5","percentage",600,35,"187369227.62507135","9700029.146549374","3.202233406227244e-06","3.6082365806550874e-06"
9796,"MOCKUP","10","percentage",577,58,"177512524.521213","19556732.25040549","3.2504748696255947e-06","2.965730637274406e-06"
9796,"MOCKUP","15","percentage",542,93,"167675296.69280472","29393960.07882145","3.232437995878365e-06","3.163915299286507e-06"
9796,"ORIGINAL","5","percentage",584,51,"187227327.55969012","9841929.211949825","3.1192027767090488e-06","5.181910873538601e-06"
9796,"ORIGINAL","10","percentage",555,80,"177374257.22126216","19694999.550377786","3.1289771621576167e-06","4.061944748735242e-06"
9796,"ORIGINAL","15","percentage",526,109,"167497354.54683456","29571902.224805385","3.1403481053363336e-06","3.6859312996297227e-06"
9797,"MOCKUP","5","percentage",435,28,"125698586.03514403","6505241.061818406","3.4606594530695714e-06","4.304221739658818e-06"
9797,"MOCKUP","10","percentage",414,49,"119090356.85975377","13113470.237202406","3.4763519978997566e-06","3.7366157938109243e-06"
9797,"MOCKUP","15","percentage",401,62,"112486814.58590576","19717012.511051","3.564862259422928e-06","3.144492603291204e-06"
9797,"ORIGINAL","5","percentage",432,31,"125598245.27039482","6605581.826596469","3.4395384988856064e-06","4.6930006793925035e-06"
9797,"ORIGINAL","10","percentage",401,62,"118992067.10096082","13211759.996030465","3.3699725516976252e-06","4.6927888501326235e-06"
9797,"ORIGINAL","15","percentage",381,82,"112369277.92064792","19834549.176343367","3.3906064633524805e-06","4.134200342592171e-06"
9798,"MOCKUP","5","percentage",341,25,"120625953.20505492","6250773.955582365","2.8269206662377704e-06","3.999504729758033e-06"
9798,"MOCKUP","10","percentage",323,43,"114283402.95158708","12593324.209052175","2.826307159726682e-06","3.4145075030381003e-06"
9798,"MOCKUP","15","percentage",324,42,"107940340.91900964","18936386.24163182","3.0016581126337683e-06","2.217952225101039e-06"
9798,"ORIGINAL","5","percentage",347,19,"120541330.98317935","6335396.17743811","2.8786806746676894e-06","2.9990231814805253e-06"
9798,"ORIGINAL","10","percentage",320,46,"114190428.76135659","12686298.399260864","2.802336443352526e-06","3.6259591688841307e-06"
9798,"ORIGINAL","15","percentage",300,66,"107841203.39565901","19035523.76495844","2.7818680666918082e-06","3.4672016811796977e-06"
9799,"MOCKUP","5","percentage",346,12,"120755693.22389632","6248897.768699482","2.8652893355385925e-06","1.920338665181497e-06"
9799,"MOCKUP","10","percentage",317,41,"114410047.58013706","12594543.412458748","2.770735671427471e-06","3.2553780361296834e-06"
9799,"MOCKUP","15","percentage",309,49,"108043380.36109293","18961210.63150288","2.8599623500050425e-06","2.5842231781650865e-06"
9799,"ORIGINAL","5","percentage",311,47,"120659314.75669688","6345276.235898957","2.577505107062103e-06","7.4070849325823485e-06"
9799,"ORIGINAL","10","percentage",285,73,"114317857.47419685","12686733.518398985","2.493048822790687e-06","5.754042196451235e-06"
9799,"ORIGINAL","15","percentage",268,90,"107951871.33803654","19052719.6545593","2.4825878113848957e-06","4.723735069416354e-06"
9801,"MOCKUP","5","percentage",334,13,"148220542.7024927","7673917.230807334","2.2533988468143893e-06","1.6940500671301005e-06"
9801,"MOCKUP","10","percentage",304,43,"140426977.36713344","15467482.56616661","2.164826201487054e-06","2.7800257615326294e-06"
9801,"MOCKUP","15","percentage",296,51,"132633812.66507664","23260647.268223405","2.2317084463782346e-06","2.192544317959354e-06"
9801,"ORIGINAL","5","percentage",310,37,"148122913.206468","7771546.726855516","2.092856488502168e-06","4.760957027015232e-06"
9801,"ORIGINAL","10","percentage",295,52,"140313976.46479622","15580483.468527287","2.102427765447966e-06","3.3375087560691202e-06"
9801,"ORIGINAL","15","percentage",280,67,"132499270.17413062","23395189.759192884","2.1132191870341915e-06","2.863836570236541e-06"
9802,"MOCKUP","5","percentage",1109,52,"232801054.2199393","12046996.928275526","4.763724132246712e-06","4.316428426901207e-06"
9802,"MOCKUP","10","percentage",1024,137,"220549678.08467716","24298373.063537657","4.642944886126058e-06","5.638237574250737e-06"
9802,"MOCKUP","15","percentage",987,174,"208314803.54892704","36533247.59928778","4.7380214136734774e-06","4.762784899620918e-06"
9802,"ORIGINAL","5","percentage",1052,109,"232597841.15258545","12250209.995593011","4.522827876591865e-06","8.897806653046154e-06"
9802,"ORIGINAL","10","percentage",992,169,"220381949.63374582","24466101.51443264","4.501276087486344e-06","6.907516504021138e-06"
9802,"ORIGINAL","15","percentage",938,223,"208110666.01763135","36737385.130547106","4.50721732792173e-06","6.070110847779846e-06"
9809,"MOCKUP","5","percentage",346,19,"213082843.46223277","11031954.053360224","1.6237815977020494e-06","1.7222696820617004e-06"
9809,"MOCKUP","10","percentage",348,17,"201873269.89375702","22241527.621835977","1.723853783035007e-06","7.643359884736504e-07"
9809,"MOCKUP","15","percentage",314,51,"190669153.13302064","33445644.382572353","1.6468316706737425e-06","1.524862233677721e-06"
9809,"ORIGINAL","5","percentage",325,40,"212909715.4732404","11205082.04232341","1.5264686220523727e-06","3.5698087572151205e-06"
9809,"ORIGINAL","10","percentage",302,63,"201719073.02515477","22395724.490409046","1.497131607194824e-06","2.813036927069705e-06"
9809,"ORIGINAL","15","percentage",285,80,"190485136.61495864","33629660.90060517","1.4961797285847614e-06","2.3788524135418917e-06"
9814,"MOCKUP","5","percentage",203,12,"7829716.091806571","405678.19998625387","2.5926866008900366e-05","2.958009575177225e-05"
9814,"MOCKUP","10","percentage",194,21,"7418686.906416289","816707.3853765363","2.615018027411467e-05","2.5713003673057422e-05"
9814,"MOCKUP","15","percentage",184,31,"7006575.992226476","1228818.299566349","2.6261043939884596e-05","2.5227488889887077e-05"
9814,"ORIGINAL","5","percentage",204,11,"7825903.305019007","409490.9867734406","2.6067278376563655e-05","2.6862618116881723e-05"
9814,"ORIGINAL","10","percentage",195,20,"7412872.2832131395","822522.0085793082","2.6305592832293672e-05","2.4315458785771306e-05"
9814,"ORIGINAL","15","percentage",185,30,"7001112.094533188","1234282.1972592594","2.6424373371261558e-05","2.430562481304147e-05"
9817,"MOCKUP","5","percentage",306,19,"14473938.989162719","749616.8857908752","2.1141446031319863e-05","2.5346280693709637e-05"
9817,"MOCKUP","10","percentage",283,42,"13713664.564804813","1509891.3101487812","2.0636351331379378e-05","2.781657177420368e-05"
9817,"MOCKUP","15","percentage",278,47,"12951624.263669219","2271931.611284375","2.146448926717413e-05","2.0687242418106863e-05"
9817,"ORIGINAL","5","percentage",311,14,"14463829.768458035","759726.1064967923","2.1501912355067437e-05","1.8427693717879512e-05"
9817,"ORIGINAL","10","percentage",294,31,"13694570.287955165","1528985.5869996622","2.146836255669759e-05","2.0274880459031332e-05"
9817,"ORIGINAL","15","percentage",282,43,"12939304.282134004","2284251.592820823","2.179406201841722e-05","1.88245463569533e-05"
9819,"MOCKUP","5","percentage",87,11,"3479442.2332156613","180409.50825917488","2.5004007587617163e-05","6.097239611227966e-05"
9819,"MOCKUP","10","percentage",92,6,"3296748.791162618","363102.95031221816","2.7906281560371986e-05","1.6524239185720834e-05"
9819,"MOCKUP","15","percentage",87,11,"3113687.288938636","546164.4525362002","2.7941148845957402e-05","2.014045394005373e-05"
9819,"ORIGINAL","5","percentage",94,4,"3476898.9504277203","182952.79104661802","2.7035585830999296e-05","2.1863563693766026e-05"
9819,"ORIGINAL","10","percentage",89,9,"3293758.6364744455","366093.1049998929","2.702080201458335e-05","2.458391015040459e-05"
9819,"ORIGINAL","15","percentage",85,13,"3110894.8389910427","548956.9024832956","2.7323327980950994e-05","2.368127614607338e-05"
9820,"MOCKUP","5","percentage",172,11,"4215301.634094731","218570.5407488756","4.0803722943290236e-05","5.032700181054289e-05"
9820,"MOCKUP","10","percentage",161,22,"3993693.3043547147","440178.87048889184","4.031356134043792e-05","4.997968206780426e-05"
9820,"MOCKUP","15","percentage",145,38,"3771954.2871111445","661917.887732462","3.844161115511616e-05","5.740893350106754e-05"
9820,"ORIGINAL","5","percentage",175,8,"4212409.0910935085","221463.0837498214","4.1543923255224807e-05","3.612340198891704e-05"
9820,"ORIGINAL","10","percentage",161,22,"3990698.704012048","443173.470831282","4.034381243518552e-05","4.9641960649705706e-05"
9820,"ORIGINAL","15","percentage",152,31,"3768371.4120003106","665500.7628430193","4.033572686491537e-05","4.6581464260939385e-05"
9821,"MOCKUP","5","percentage",700,34,"48224462.81649662","2499185.176079668","1.4515454587096906e-05","1.3604434087326774e-05"
9821,"MOCKUP","10","percentage",658,76,"45692756.7348261","5030891.257750183","1.44005318790163e-05","1.510666720989458e-05"
9821,"MOCKUP","15","percentage",628,106,"43152690.08087088","7570957.9117054045","1.4552974538159454e-05","1.4000870330571267e-05"
9821,"ORIGINAL","5","percentage",699,35,"48190456.937746346","2533191.054836437","1.450494650637959e-05","1.381656544743321e-05"
9821,"ORIGINAL","10","percentage",665,69,"45627520.08957235","5096127.903010435","1.4574537443510505e-05","1.3539691568423869e-05"
9821,"ORIGINAL","15","percentage",624,110,"43113185.76499711","7610462.227585673","1.4473530288420843e-05","1.4453786998808372e-05"
9825,"MOCKUP","5","percentage",865,57,"45171233.41894109","2340818.6643803045","1.9149355342537322e-05","2.4350455192175198e-05"
9825,"MOCKUP","10","percentage",833,89,"42796059.06092016","4715993.022401236","1.9464409066597116e-05","1.8871953282637384e-05"
9825,"MOCKUP","15","percentage",795,127,"40419797.06655852","7092255.016762875","1.9668579698480142e-05","1.790685750862449e-05"
9825,"ORIGINAL","5","percentage",874,48,"45146373.566881254","2365678.516440265","1.9359251495698296e-05","2.02901618569152e-05"
9825,"ORIGINAL","10","percentage",825,97,"42764156.17457895","4747895.908742569","1.9291857335663256e-05","2.0430102484215883e-05"
9825,"ORIGINAL","15","percentage",770,152,"40384028.985911086","7128023.097410433","1.9066943525338507e-05","2.132428555895402e-05"
9827,"MOCKUP","5","percentage",59,3,"2021002.3696762729","104806.70549466088","2.919343434983241e-05","2.8624122720400057e-05"
9827,"MOCKUP","10","percentage",48,14,"1914863.8334973808","210945.2416735529","2.5067056550089494e-05","6.636793458306881e-05"
9827,"MOCKUP","15","percentage",54,8,"1808512.031275773","317297.0438951608","2.985880053112334e-05","2.5212967324849418e-05"
9827,"ORIGINAL","5","percentage",54,8,"2021386.2006714733","104422.87449933006","2.6714340872645728e-05","7.661156655911943e-05"
9827,"ORIGINAL","10","percentage",52,10,"1913213.7956434367","212595.27952736663","2.7179398412455925e-05","4.70377330213145e-05"
9827,"ORIGINAL","15","percentage",48,14,"1807188.333191146","318620.74197965744","2.6560596435038544e-05","4.3939386723585745e-05"
9842,"MOCKUP","5","percentage",1349,69,"3895705824.827848","201889015.72882318","3.4627871319303546e-07","3.4177193717503e-07"
9842,"MOCKUP","10","percentage",1266,152,"3691084104.40448","406510736.15219116","3.429886624607966e-07","3.7391386372411484e-07"
9842,"MOCKUP","15","percentage",1184,234,"3485953114.583409","611641725.9732623","3.396488596036366e-07","3.825769074659717e-07"
9842,"ORIGINAL","5","percentage",1245,173,"3892934377.2120113","204660463.34465885","3.1981016872203924e-07","8.453024935678906e-07"
9842,"ORIGINAL","10","percentage",1172,246,"3688199752.1388693","409395088.4178009","3.177702073539621e-07","6.008865444642293e-07"
9842,"ORIGINAL","15","percentage",1111,307,"3482720707.5217633","614874133.0349069","3.190034726587554e-07","4.992891772576345e-07"
9847,"MOCKUP","5","percentage",19,2,"4355401.834455568","225233.0544378413","4.362398860580686e-06","8.87969132679835e-06"
9847,"MOCKUP","10","percentage",18,3,"4126360.0939384145","454274.79495499516","4.362198060814381e-06","6.603932318756996e-06"
9847,"MOCKUP","15","percentage",17,4,"3897455.8084570197","683179.0804363899","4.3618198218212e-06","5.8549802160876265e-06"
9847,"ORIGINAL","5","percentage",19,2,"4351609.142208664","229025.74668451678","4.3662009567239145e-06","8.732642634956682e-06"
9847,"ORIGINAL","10","percentage",15,6,"4123086.5032053012","457548.3856878793","3.638051248340036e-06","1.3113367214659901e-05"
9847,"ORIGINAL","15","percentage",12,9,"3893236.9850026467","687397.9038905338","3.0822680577180025e-06","1.3092853424576669e-05"
9848,"MOCKUP","5","percentage",31,2,"6469663.241124071","335722.2571831485","4.791594066743713e-06","5.95730535348131e-06"
9848,"MOCKUP","10","percentage",31,2,"6130226.743477452","675158.7548297681","5.056909197197956e-06","2.962266260628246e-06"
9848,"MOCKUP","15","percentage",31,2,"5789888.744309981","1015496.7539972384","5.3541616029263565e-06","1.9694794612858396e-06"
9848,"ORIGINAL","5","percentage",30,3,"6465368.975802654","340016.52250427287","4.6401064057253746e-06","8.82310064788778e-06"
9848,"ORIGINAL","10","percentage",27,6,"6125278.799664633","680106.6986422939","4.407962622285582e-06","8.822145131018236e-06"
9848,"ORIGINAL","15","percentage",24,9,"5784260.3751172805","1021125.1231896468","4.149190811541464e-06","8.813807236362051e-06"
